instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
10156,2012-03-04,1,1,3,5,0,0,0,2,0.34,0.3182,0.46,0.2239,5
10157,2012-03-04,1,1,3,6,0,0,0,2,0.3,0.2727,0.52,0.2985,5
10158,2012-03-04,1,1,3,7,0,0,0,2,0.3,0.2727,0.52,0.2985,23
10159,2012-03-04,1,1,3,8,0,0,0,1,0.3,0.2727,0.52,0.3284,66
10160,2012-03-04,1,1,3,9,0,0,0,1,0.3,0.2727,0.49,0.4478,118
10161,2012-03-04,1,1,3,10,0,0,0,1,0.3,0.2727,0.49,0.3284,192
10162,2012-03-04,1,1,3,11,0,0,0,1,0.32,0.2879,0.45,0.3881,256
10163,2012-03-04,1,1,3,12,0,0,0,1,0.34,0.303,0.42,0.3582,327
10164,2012-03-04,1,1,3,13,0,0,0,1,0.36,0.3333,0.37,0.3582,364
10165,2012-03-04,1,1,3,14,0,0,0,1,0.36,0.3333,0.34,0.3582,332
10166,2012-03-04,1,1,3,15,0,0,0,1,0.36,0.3182,0.32,0.5224,334
10167,2012-03-04,1,1,3,16,0,0,0,1,0.36,0.3182,0.29,0.4925,299
10168,2012-03-04,1,1,3,17,0,0,0,1,0.34,0.2879,0.31,0.5522,263
10169,2012-03-04,1,1,3,18,0,0,0,1,0.32,0.2727,0.33,0.6119,184
10170,2012-03-04,1,1,3,19,0,0,0,1,0.3,0.2576,0.36,0.4925,132
10171,2012-03-04,1,1,3,20,0,0,0,1,0.28,0.2727,0.38,0.2537,88
10172,2012-03-04,1,1,3,21,0,0,0,1,0.28,0.2727,0.36,0.2239,79
10173,2012-03-04,1,1,3,22,0,0,0,1,0.26,0.2424,0.41,0.2537,62
10174,2012-03-04,1,1,3,23,0,0,0,1,0.26,0.2576,0.41,0.19399999999999998,26
10175,2012-03-05,1,1,3,0,0,1,1,1,0.24,0.2273,0.44,0.19399999999999998,17
10176,2012-03-05,1,1,3,1,0,1,1,1,0.24,0.2424,0.48,0.1343,6
10177,2012-03-05,1,1,3,2,0,1,1,1,0.24,0.2424,0.48,0.1343,4
10178,2012-03-05,1,1,3,3,0,1,1,1,0.22,0.2273,0.51,0.1642,1
10179,2012-03-05,1,1,3,4,0,1,1,1,0.2,0.2273,0.55,0.0896,1
10180,2012-03-05,1,1,3,5,0,1,1,1,0.2,0.2273,0.55,0.0896,18
10181,2012-03-05,1,1,3,6,0,1,1,1,0.18,0.19699999999999998,0.59,0.1343,91
10182,2012-03-05,1,1,3,7,0,1,1,1,0.18,0.19699999999999998,0.59,0.1343,260
10183,2012-03-05,1,1,3,8,0,1,1,1,0.2,0.2273,0.59,0.1045,428
10184,2012-03-05,1,1,3,9,0,1,1,2,0.22,0.2576,0.6,0.0896,197
10185,2012-03-05,1,1,3,10,0,1,1,2,0.24,0.2576,0.6,0.0,86
10186,2012-03-05,1,1,3,11,0,1,1,2,0.26,0.2727,0.56,0.1343,103
10187,2012-03-05,1,1,3,12,0,1,1,2,0.26,0.303,0.52,0.0,137
10188,2012-03-05,1,1,3,13,0,1,1,2,0.26,0.2576,0.55,0.2985,120
10189,2012-03-05,1,1,3,14,0,1,1,2,0.28,0.2576,0.57,0.3582,128
10190,2012-03-05,1,1,3,15,0,1,1,2,0.3,0.2879,0.53,0.19399999999999998,130
10191,2012-03-05,1,1,3,16,0,1,1,1,0.3,0.2727,0.45,0.2985,210
10192,2012-03-05,1,1,3,17,0,1,1,3,0.3,0.2727,0.45,0.2985,387
10193,2012-03-05,1,1,3,18,0,1,1,3,0.28,0.2273,0.55,0.6567,375
10194,2012-03-05,1,1,3,19,0,1,1,1,0.26,0.2576,0.53,0.2239,226
10195,2012-03-05,1,1,3,20,0,1,1,1,0.26,0.2273,0.37,0.4627,179
10196,2012-03-05,1,1,3,21,0,1,1,1,0.26,0.2273,0.37,0.3881,120
10197,2012-03-05,1,1,3,22,0,1,1,1,0.24,0.2121,0.35,0.3284,78
10198,2012-03-05,1,1,3,23,0,1,1,1,0.22,0.1818,0.37,0.5821,31
10199,2012-03-06,1,1,3,0,0,2,1,1,0.22,0.2121,0.37,0.2985,8
10200,2012-03-06,1,1,3,1,0,2,1,1,0.2,0.19699999999999998,0.44,0.2537,6
10201,2012-03-06,1,1,3,2,0,2,1,1,0.2,0.19699999999999998,0.44,0.2239,4
10202,2012-03-06,1,1,3,3,0,2,1,1,0.18,0.1667,0.51,0.2836,1
10203,2012-03-06,1,1,3,4,0,2,1,1,0.18,0.1667,0.51,0.2985,3
10204,2012-03-06,1,1,3,5,0,2,1,1,0.18,0.1818,0.51,0.2239,25
10205,2012-03-06,1,1,3,6,0,2,1,1,0.18,0.2121,0.51,0.1045,102
10206,2012-03-06,1,1,3,7,0,2,1,1,0.16,0.1818,0.55,0.1343,275
10207,2012-03-06,1,1,3,8,0,2,1,1,0.16,0.1818,0.59,0.1045,501
10208,2012-03-06,1,1,3,9,0,2,1,1,0.22,0.2727,0.47,0.0,233
10209,2012-03-06,1,1,3,10,0,2,1,1,0.24,0.2576,0.44,0.0,129
10210,2012-03-06,1,1,3,11,0,2,1,1,0.26,0.2576,0.41,0.1642,130
10211,2012-03-06,1,1,3,12,0,2,1,1,0.26,0.2727,0.41,0.1045,138
10212,2012-03-06,1,1,3,13,0,2,1,1,0.3,0.303,0.39,0.1343,164
10213,2012-03-06,1,1,3,14,0,2,1,1,0.32,0.303,0.36,0.2239,136
10214,2012-03-06,1,1,3,15,0,2,1,1,0.34,0.303,0.36,0.2985,166
10215,2012-03-06,1,1,3,16,0,2,1,1,0.36,0.3333,0.32,0.2836,250
10216,2012-03-06,1,1,3,17,0,2,1,1,0.36,0.3333,0.34,0.2836,446
10217,2012-03-06,1,1,3,18,0,2,1,1,0.34,0.303,0.42,0.3284,457
10218,2012-03-06,1,1,3,19,0,2,1,1,0.34,0.303,0.46,0.2985,287
10219,2012-03-06,1,1,3,20,0,2,1,1,0.32,0.3182,0.49,0.19399999999999998,187
10220,2012-03-06,1,1,3,21,0,2,1,1,0.32,0.3182,0.49,0.19399999999999998,148
10221,2012-03-06,1,1,3,22,0,2,1,1,0.28,0.2727,0.56,0.1642,106
10222,2012-03-06,1,1,3,23,0,2,1,1,0.28,0.2727,0.61,0.2239,54
10223,2012-03-07,1,1,3,0,0,3,1,1,0.28,0.2576,0.65,0.2836,15
10224,2012-03-07,1,1,3,1,0,3,1,1,0.3,0.2727,0.61,0.2985,5
10225,2012-03-07,1,1,3,2,0,3,1,1,0.3,0.2879,0.56,0.2836,4
10226,2012-03-07,1,1,3,3,0,3,1,1,0.3,0.2727,0.56,0.3582,3
10227,2012-03-07,1,1,3,4,0,3,1,1,0.28,0.2576,0.61,0.3284,3
10228,2012-03-07,1,1,3,5,0,3,1,1,0.28,0.2576,0.56,0.2985,18
10229,2012-03-07,1,1,3,6,0,3,1,1,0.28,0.2576,0.61,0.3881,108
10230,2012-03-07,1,1,3,7,0,3,1,1,0.26,0.2273,0.65,0.3881,344
10231,2012-03-07,1,1,3,8,0,3,1,1,0.28,0.2576,0.61,0.2985,566
10232,2012-03-07,1,1,3,9,0,3,1,1,0.3,0.2727,0.61,0.3284,264
10233,2012-03-07,1,1,3,10,0,3,1,1,0.36,0.3333,0.5,0.2985,147
10234,2012-03-07,1,1,3,11,0,3,1,1,0.42,0.4242,0.38,0.2985,161
10235,2012-03-07,1,1,3,12,0,3,1,1,0.44,0.4394,0.38,0.3881,215
10236,2012-03-07,1,1,3,13,0,3,1,1,0.5,0.4848,0.34,0.4179,205
10237,2012-03-07,1,1,3,14,0,3,1,1,0.52,0.5,0.36,0.3284,175
10238,2012-03-07,1,1,3,15,0,3,1,1,0.54,0.5152,0.37,0.4478,209
10239,2012-03-07,1,1,3,16,0,3,1,1,0.56,0.5303,0.37,0.4179,288
10240,2012-03-07,1,1,3,17,0,3,1,1,0.56,0.5303,0.43,0.4925,612
10241,2012-03-07,1,1,3,18,0,3,1,1,0.56,0.5303,0.4,0.4627,544
10242,2012-03-07,1,1,3,19,0,3,1,1,0.54,0.5152,0.42,0.3582,361
10243,2012-03-07,1,1,3,20,0,3,1,1,0.5,0.4848,0.51,0.2537,260
10244,2012-03-07,1,1,3,21,0,3,1,1,0.44,0.4394,0.62,0.2537,188
10245,2012-03-07,1,1,3,22,0,3,1,1,0.46,0.4545,0.59,0.2985,159
10246,2012-03-07,1,1,3,23,0,3,1,1,0.44,0.4394,0.62,0.3284,62
10247,2012-03-08,1,1,3,0,0,4,1,1,0.44,0.4394,0.62,0.3284,46
10248,2012-03-08,1,1,3,1,0,4,1,1,0.46,0.4545,0.63,0.3284,21
10249,2012-03-08,1,1,3,2,0,4,1,1,0.46,0.4545,0.63,0.3881,11
10250,2012-03-08,1,1,3,3,0,4,1,1,0.46,0.4545,0.63,0.3881,3
10251,2012-03-08,1,1,3,4,0,4,1,1,0.44,0.4394,0.72,0.2836,2
10252,2012-03-08,1,1,3,5,0,4,1,1,0.42,0.4242,0.77,0.2239,29
10253,2012-03-08,1,1,3,6,0,4,1,1,0.42,0.4242,0.77,0.2537,109
10254,2012-03-08,1,1,3,7,0,4,1,1,0.42,0.4242,0.77,0.3582,334
10255,2012-03-08,1,1,3,8,0,4,1,1,0.44,0.4394,0.77,0.3881,585
10256,2012-03-08,1,1,3,9,0,4,1,1,0.46,0.4545,0.72,0.4627,301
10257,2012-03-08,1,1,3,10,0,4,1,1,0.5,0.4848,0.68,0.4627,138
10258,2012-03-08,1,1,3,11,0,4,1,2,0.54,0.5152,0.6,0.4627,204
10259,2012-03-08,1,1,3,12,0,4,1,2,0.56,0.5303,0.6,0.4478,251
10260,2012-03-08,1,1,3,13,0,4,1,2,0.6,0.6212,0.49,0.6418,233
10261,2012-03-08,1,1,3,14,0,4,1,2,0.62,0.6212,0.43,0.6418,203
10262,2012-03-08,1,1,3,15,0,4,1,1,0.64,0.6212,0.38,0.6866,185
10263,2012-03-08,1,1,3,16,0,4,1,2,0.62,0.6212,0.41,0.6418,342
10264,2012-03-08,1,1,3,17,0,4,1,1,0.62,0.6212,0.38,0.6567,597
10265,2012-03-08,1,1,3,18,0,4,1,2,0.62,0.6212,0.38,0.5522,590
10266,2012-03-08,1,1,3,19,0,4,1,2,0.6,0.6212,0.4,0.4478,416
10267,2012-03-08,1,1,3,20,0,4,1,2,0.6,0.6212,0.43,0.3881,302
10268,2012-03-08,1,1,3,21,0,4,1,1,0.6,0.6212,0.43,0.3881,233
10269,2012-03-08,1,1,3,22,0,4,1,1,0.56,0.5303,0.49,0.3284,153
10270,2012-03-08,1,1,3,23,0,4,1,2,0.56,0.5303,0.49,0.4478,94
10271,2012-03-09,1,1,3,0,0,5,1,2,0.58,0.5455,0.49,0.4627,54
10272,2012-03-09,1,1,3,1,0,5,1,3,0.56,0.5303,0.52,0.4925,26
10273,2012-03-09,1,1,3,2,0,5,1,3,0.48,0.4697,0.77,0.4179,11
10274,2012-03-09,1,1,3,3,0,5,1,1,0.46,0.4545,0.77,0.5224,7
10275,2012-03-09,1,1,3,4,0,5,1,3,0.4,0.4091,0.66,0.2836,1
10276,2012-03-09,1,1,3,5,0,5,1,3,0.4,0.4091,0.66,0.2836,29
10277,2012-03-09,1,1,3,6,0,5,1,2,0.4,0.4091,0.5,0.3582,85
10278,2012-03-09,1,1,3,7,0,5,1,2,0.38,0.3939,0.4,0.2985,268
10279,2012-03-09,1,1,3,8,0,5,1,2,0.34,0.2879,0.42,0.5224,501
10280,2012-03-09,1,1,3,9,0,5,1,2,0.34,0.2879,0.42,0.5224,284
10281,2012-03-09,1,1,3,10,0,5,1,2,0.34,0.2879,0.36,0.4925,159
10282,2012-03-09,1,1,3,11,0,5,1,2,0.36,0.3333,0.34,0.3582,187
10283,2012-03-09,1,1,3,12,0,5,1,1,0.36,0.3333,0.34,0.4179,201
10284,2012-03-09,1,1,3,13,0,5,1,2,0.38,0.3939,0.29,0.3881,224
10285,2012-03-09,1,1,3,14,0,5,1,1,0.42,0.4242,0.28,0.4627,178
10286,2012-03-09,1,1,3,15,0,5,1,1,0.46,0.4545,0.24,0.2537,238
10287,2012-03-09,1,1,3,16,0,5,1,1,0.48,0.4697,0.23,0.4179,343
10288,2012-03-09,1,1,3,17,0,5,1,1,0.46,0.4545,0.24,0.3881,566
10289,2012-03-09,1,1,3,18,0,5,1,1,0.44,0.4394,0.26,0.5224,470
10290,2012-03-09,1,1,3,19,0,5,1,1,0.42,0.4242,0.28,0.6119,244
10291,2012-03-09,1,1,3,20,0,5,1,1,0.38,0.3939,0.32,0.3582,159
10292,2012-03-09,1,1,3,21,0,5,1,1,0.36,0.3333,0.34,0.3284,141
10293,2012-03-09,1,1,3,22,0,5,1,1,0.34,0.2879,0.31,0.4925,107
10294,2012-03-09,1,1,3,23,0,5,1,1,0.32,0.303,0.33,0.2985,86
10295,2012-03-10,1,1,3,0,0,6,0,1,0.3,0.2727,0.36,0.3582,77
10296,2012-03-10,1,1,3,1,0,6,0,1,0.3,0.2879,0.36,0.2537,51
10297,2012-03-10,1,1,3,2,0,6,0,1,0.26,0.2424,0.41,0.2537,42
10298,2012-03-10,1,1,3,3,0,6,0,1,0.26,0.2273,0.41,0.2985,16
10299,2012-03-10,1,1,3,4,0,6,0,1,0.24,0.2121,0.41,0.3582,4
10300,2012-03-10,1,1,3,5,0,6,0,1,0.22,0.2121,0.42,0.2836,10
10301,2012-03-10,1,1,3,6,0,6,0,1,0.22,0.2121,0.44,0.2836,12
10302,2012-03-10,1,1,3,7,0,6,0,1,0.22,0.2121,0.44,0.2537,40
10303,2012-03-10,1,1,3,8,0,6,0,1,0.22,0.2121,0.44,0.2985,111
10304,2012-03-10,1,1,3,9,0,6,0,1,0.24,0.2121,0.41,0.3284,148
10305,2012-03-10,1,1,3,10,0,6,0,1,0.26,0.2273,0.35,0.4179,223
10306,2012-03-10,1,1,3,11,0,6,0,1,0.3,0.2727,0.33,0.3284,274
10307,2012-03-10,1,1,3,12,0,6,0,1,0.3,0.2727,0.33,0.3284,329
10308,2012-03-10,1,1,3,13,0,6,0,1,0.32,0.303,0.29,0.2836,357
10309,2012-03-10,1,1,3,14,0,6,0,1,0.34,0.3182,0.27,0.2836,379
10310,2012-03-10,1,1,3,15,0,6,0,1,0.34,0.3636,0.25,0.0,406
10311,2012-03-10,1,1,3,16,0,6,0,1,0.36,0.3636,0.23,0.0,390
10312,2012-03-10,1,1,3,17,0,6,0,1,0.36,0.3788,0.23,0.0,354
10313,2012-03-10,1,1,3,18,0,6,0,1,0.36,0.3636,0.21,0.0896,297
10314,2012-03-10,1,1,3,19,0,6,0,1,0.34,0.3636,0.25,0.0,184
10315,2012-03-10,1,1,3,20,0,6,0,1,0.32,0.3333,0.33,0.1343,121
10316,2012-03-10,1,1,3,21,0,6,0,1,0.3,0.2879,0.39,0.2239,110
10317,2012-03-10,1,1,3,22,0,6,0,1,0.26,0.2576,0.44,0.1642,100
10318,2012-03-10,1,1,3,23,0,6,0,1,0.26,0.2576,0.41,0.19399999999999998,83
10319,2012-03-11,1,1,3,0,0,0,0,1,0.26,0.2879,0.44,0.0896,69
10320,2012-03-11,1,1,3,1,0,0,0,1,0.24,0.2424,0.52,0.1642,61
10321,2012-03-11,1,1,3,3,0,0,0,1,0.24,0.2424,0.6,0.1343,66
10322,2012-03-11,1,1,3,4,0,0,0,1,0.24,0.2424,0.6,0.1343,22
10323,2012-03-11,1,1,3,5,0,0,0,1,0.24,0.2424,0.6,0.1642,7
10324,2012-03-11,1,1,3,6,0,0,0,1,0.24,0.2424,0.7,0.1642,10
10325,2012-03-11,1,1,3,7,0,0,0,1,0.22,0.2273,0.69,0.1343,17
10326,2012-03-11,1,1,3,8,0,0,0,1,0.22,0.2273,0.69,0.1343,72
10327,2012-03-11,1,1,3,9,0,0,0,1,0.26,0.2576,0.6,0.2239,90
10328,2012-03-11,1,1,3,10,0,0,0,1,0.32,0.303,0.49,0.2836,218
10329,2012-03-11,1,1,3,11,0,0,0,1,0.36,0.3333,0.43,0.2836,299
10330,2012-03-11,1,1,3,12,0,0,0,1,0.4,0.4091,0.37,0.2985,410
10331,2012-03-11,1,1,3,13,0,0,0,1,0.42,0.4242,0.41,0.2985,464
10332,2012-03-11,1,1,3,14,0,0,0,1,0.46,0.4545,0.31,0.2836,501
10333,2012-03-11,1,1,3,15,0,0,0,1,0.5,0.4848,0.29,0.2985,487
10334,2012-03-11,1,1,3,16,0,0,0,1,0.5,0.4848,0.31,0.3582,509
10335,2012-03-11,1,1,3,17,0,0,0,1,0.52,0.5,0.27,0.2985,498
10336,2012-03-11,1,1,3,18,0,0,0,1,0.52,0.5,0.29,0.2836,389
10337,2012-03-11,1,1,3,19,0,0,0,1,0.5,0.4848,0.31,0.2836,258
10338,2012-03-11,1,1,3,20,0,0,0,1,0.44,0.4394,0.47,0.2239,171
10339,2012-03-11,1,1,3,21,0,0,0,1,0.42,0.4242,0.54,0.2239,147
10340,2012-03-11,1,1,3,22,0,0,0,1,0.4,0.4091,0.54,0.19399999999999998,94
10341,2012-03-11,1,1,3,23,0,0,0,1,0.4,0.4091,0.5,0.1642,52
10342,2012-03-12,1,1,3,0,0,1,1,1,0.38,0.3939,0.54,0.19399999999999998,24
10343,2012-03-12,1,1,3,1,0,1,1,1,0.38,0.3939,0.5,0.1343,10
10344,2012-03-12,1,1,3,2,0,1,1,1,0.38,0.3939,0.54,0.1045,9
10345,2012-03-12,1,1,3,3,0,1,1,1,0.36,0.3485,0.5,0.1343,2
10346,2012-03-12,1,1,3,4,0,1,1,1,0.34,0.3333,0.61,0.19399999999999998,3
10347,2012-03-12,1,1,3,5,0,1,1,1,0.34,0.3333,0.61,0.19399999999999998,16
10348,2012-03-12,1,1,3,6,0,1,1,1,0.34,0.3485,0.57,0.1045,88
10349,2012-03-12,1,1,3,7,0,1,1,1,0.34,0.3485,0.53,0.1045,268
10350,2012-03-12,1,1,3,8,0,1,1,1,0.34,0.3333,0.61,0.1343,564
10351,2012-03-12,1,1,3,9,0,1,1,1,0.38,0.3939,0.54,0.1642,281
10352,2012-03-12,1,1,3,10,0,1,1,1,0.4,0.4091,0.5,0.2239,137
10353,2012-03-12,1,1,3,11,0,1,1,1,0.44,0.4394,0.44,0.2239,150
10354,2012-03-12,1,1,3,12,0,1,1,1,0.48,0.4697,0.39,0.2239,221
10355,2012-03-12,1,1,3,13,0,1,1,2,0.54,0.5152,0.32,0.2537,250
10356,2012-03-12,1,1,3,14,0,1,1,2,0.58,0.5455,0.32,0.2836,221
10357,2012-03-12,1,1,3,15,0,1,1,1,0.56,0.5303,0.4,0.1343,233
10358,2012-03-12,1,1,3,16,0,1,1,1,0.62,0.6212,0.35,0.4478,332
10359,2012-03-12,1,1,3,17,0,1,1,2,0.62,0.6212,0.38,0.4179,644
10360,2012-03-12,1,1,3,18,0,1,1,2,0.6,0.6212,0.43,0.19399999999999998,712
10361,2012-03-12,1,1,3,19,0,1,1,2,0.56,0.5303,0.49,0.2239,446
10362,2012-03-12,1,1,3,20,0,1,1,2,0.56,0.5303,0.49,0.2239,286
10363,2012-03-12,1,1,3,21,0,1,1,2,0.54,0.5152,0.56,0.2239,205
10364,2012-03-12,1,1,3,22,0,1,1,2,0.56,0.5303,0.56,0.2239,133
10365,2012-03-12,1,1,3,23,0,1,1,1,0.56,0.5303,0.56,0.2239,63
10366,2012-03-13,1,1,3,0,0,2,1,2,0.56,0.5303,0.52,0.19399999999999998,26
10367,2012-03-13,1,1,3,1,0,2,1,2,0.52,0.5,0.59,0.2239,16
10368,2012-03-13,1,1,3,2,0,2,1,3,0.52,0.5,0.72,0.2985,1
10369,2012-03-13,1,1,3,3,0,2,1,3,0.52,0.5,0.72,0.2985,2
10370,2012-03-13,1,1,3,4,0,2,1,2,0.46,0.4545,0.82,0.19399999999999998,1
10371,2012-03-13,1,1,3,5,0,2,1,2,0.46,0.4545,0.82,0.19399999999999998,24
10372,2012-03-13,1,1,3,6,0,2,1,3,0.46,0.4545,0.82,0.19399999999999998,113
10373,2012-03-13,1,1,3,7,0,2,1,2,0.46,0.4545,0.82,0.2836,308
10374,2012-03-13,1,1,3,8,0,2,1,1,0.46,0.4545,0.82,0.2836,593
10375,2012-03-13,1,1,3,9,0,2,1,1,0.48,0.4697,0.82,0.2836,342
10376,2012-03-13,1,1,3,10,0,2,1,1,0.52,0.5,0.77,0.2239,143
10377,2012-03-13,1,1,3,11,0,2,1,1,0.54,0.5152,0.73,0.2836,219
10378,2012-03-13,1,1,3,12,0,2,1,1,0.6,0.6061,0.6,0.2836,244
10379,2012-03-13,1,1,3,13,0,2,1,1,0.6,0.6061,0.6,0.3881,233
10380,2012-03-13,1,1,3,14,0,2,1,1,0.64,0.6212,0.53,0.3284,212
10381,2012-03-13,1,1,3,15,0,2,1,1,0.7,0.6364,0.39,0.2239,264
10382,2012-03-13,1,1,3,16,0,2,1,1,0.72,0.6515,0.34,0.3881,365
10383,2012-03-13,1,1,3,17,0,2,1,1,0.7,0.6364,0.37,0.1045,676
10384,2012-03-13,1,1,3,18,0,2,1,1,0.7,0.6364,0.34,0.2985,734
10385,2012-03-13,1,1,3,19,0,2,1,1,0.64,0.6212,0.47,0.2239,479
10386,2012-03-13,1,1,3,20,0,2,1,1,0.6,0.6212,0.49,0.1642,351
10387,2012-03-13,1,1,3,21,0,2,1,1,0.58,0.5455,0.56,0.1045,244
10388,2012-03-13,1,1,3,22,0,2,1,1,0.56,0.5303,0.6,0.0896,170
10389,2012-03-13,1,1,3,23,0,2,1,1,0.56,0.5303,0.56,0.1343,87
10390,2012-03-14,1,1,3,0,0,3,1,1,0.54,0.5152,0.6,0.1045,39
10391,2012-03-14,1,1,3,1,0,3,1,1,0.52,0.5,0.63,0.0896,27
10392,2012-03-14,1,1,3,2,0,3,1,1,0.5,0.4848,0.68,0.19399999999999998,2
10393,2012-03-14,1,1,3,3,0,3,1,1,0.48,0.4697,0.72,0.19399999999999998,4
10394,2012-03-14,1,1,3,4,0,3,1,1,0.48,0.4697,0.67,0.0896,5
10395,2012-03-14,1,1,3,5,0,3,1,1,0.44,0.4394,0.82,0.1343,27
10396,2012-03-14,1,1,3,6,0,3,1,1,0.44,0.4394,0.82,0.0896,121
10397,2012-03-14,1,1,3,7,0,3,1,1,0.44,0.4394,0.82,0.1045,368
10398,2012-03-14,1,1,3,8,0,3,1,1,0.44,0.4394,0.82,0.0,662
10399,2012-03-14,1,1,3,9,0,3,1,1,0.52,0.5,0.68,0.0,351
10400,2012-03-14,1,1,3,10,0,3,1,1,0.56,0.5303,0.56,0.1045,188
10401,2012-03-14,1,1,3,11,0,3,1,2,0.62,0.6212,0.41,0.1642,220
10402,2012-03-14,1,1,3,12,0,3,1,2,0.64,0.6212,0.29,0.0,267
10403,2012-03-14,1,1,3,13,0,3,1,1,0.66,0.6212,0.27,0.2239,254
10404,2012-03-14,1,1,3,14,0,3,1,1,0.7,0.6364,0.23,0.3284,224
10405,2012-03-14,1,1,3,15,0,3,1,1,0.7,0.6364,0.24,0.0,283
10406,2012-03-14,1,1,3,16,0,3,1,1,0.72,0.6364,0.25,0.19399999999999998,356
10407,2012-03-14,1,1,3,17,0,3,1,1,0.7,0.6364,0.28,0.0896,782
10408,2012-03-14,1,1,3,18,0,3,1,1,0.7,0.6364,0.32,0.0,749
10409,2012-03-14,1,1,3,19,0,3,1,1,0.64,0.6212,0.33,0.1642,472
10410,2012-03-14,1,1,3,20,0,3,1,1,0.62,0.6212,0.35,0.1045,330
10411,2012-03-14,1,1,3,21,0,3,1,1,0.6,0.6212,0.4,0.0896,288
10412,2012-03-14,1,1,3,22,0,3,1,1,0.52,0.5,0.55,0.1343,202
10413,2012-03-14,1,1,3,23,0,3,1,1,0.56,0.5303,0.43,0.1642,91
10414,2012-03-15,1,1,3,0,0,4,1,1,0.54,0.5152,0.49,0.1343,60
10415,2012-03-15,1,1,3,1,0,4,1,1,0.5,0.4848,0.59,0.1045,23
10416,2012-03-15,1,1,3,2,0,4,1,1,0.5,0.4848,0.59,0.0,19
10417,2012-03-15,1,1,3,3,0,4,1,1,0.5,0.4848,0.63,0.0,7
10418,2012-03-15,1,1,3,4,0,4,1,1,0.44,0.4394,0.77,0.1045,14
10419,2012-03-15,1,1,3,5,0,4,1,1,0.46,0.4545,0.67,0.0,26
10420,2012-03-15,1,1,3,6,0,4,1,1,0.44,0.4394,0.72,0.0896,117
10421,2012-03-15,1,1,3,7,0,4,1,1,0.44,0.4394,0.72,0.0896,381
10422,2012-03-15,1,1,3,8,0,4,1,1,0.44,0.4394,0.77,0.1045,623
10423,2012-03-15,1,1,3,9,0,4,1,1,0.48,0.4697,0.77,0.0896,315
10424,2012-03-15,1,1,3,10,0,4,1,1,0.52,0.5,0.68,0.1045,164
10425,2012-03-15,1,1,3,11,0,4,1,1,0.56,0.5303,0.6,0.1343,211
10426,2012-03-15,1,1,3,12,0,4,1,2,0.62,0.6212,0.5,0.1343,265
10427,2012-03-15,1,1,3,13,0,4,1,2,0.66,0.6212,0.41,0.0896,273
10428,2012-03-15,1,1,3,14,0,4,1,2,0.72,0.6515,0.3,0.1045,258
10429,2012-03-15,1,1,3,15,0,4,1,1,0.72,0.6515,0.32,0.2239,287
10430,2012-03-15,1,1,3,16,0,4,1,1,0.72,0.6515,0.37,0.3881,426
10431,2012-03-15,1,1,3,17,0,4,1,1,0.7,0.6364,0.39,0.2537,713
10432,2012-03-15,1,1,3,18,0,4,1,1,0.66,0.6212,0.44,0.2836,746
10433,2012-03-15,1,1,3,19,0,4,1,2,0.64,0.6212,0.5,0.19399999999999998,425
10434,2012-03-15,1,1,3,20,0,4,1,2,0.58,0.5455,0.6,0.3582,330
10435,2012-03-15,1,1,3,21,0,4,1,1,0.54,0.5152,0.68,0.2836,243
10436,2012-03-15,1,1,3,22,0,4,1,1,0.52,0.5,0.68,0.1343,169
10437,2012-03-15,1,1,3,23,0,4,1,1,0.48,0.4697,0.72,0.19399999999999998,97
10438,2012-03-16,1,1,3,0,0,5,1,1,0.44,0.4394,0.77,0.2537,57
10439,2012-03-16,1,1,3,1,0,5,1,2,0.42,0.4242,0.82,0.3284,26
10440,2012-03-16,1,1,3,2,0,5,1,2,0.42,0.4242,0.82,0.19399999999999998,4
10441,2012-03-16,1,1,3,3,0,5,1,2,0.4,0.4091,0.87,0.2836,3
10442,2012-03-16,1,1,3,4,0,5,1,2,0.4,0.4091,0.87,0.2537,3
10443,2012-03-16,1,1,3,5,0,5,1,2,0.4,0.4091,0.87,0.2239,32
10444,2012-03-16,1,1,3,6,0,5,1,2,0.4,0.4091,0.87,0.1642,99
10445,2012-03-16,1,1,3,7,0,5,1,2,0.4,0.4091,0.87,0.19399999999999998,278
10446,2012-03-16,1,1,3,8,0,5,1,2,0.4,0.4091,0.87,0.2239,562
10447,2012-03-16,1,1,3,9,0,5,1,2,0.42,0.4242,0.82,0.0,312
10448,2012-03-16,1,1,3,10,0,5,1,2,0.4,0.4091,0.87,0.0896,180
10449,2012-03-16,1,1,3,11,0,5,1,2,0.44,0.4394,0.77,0.0,207
10450,2012-03-16,1,1,3,12,0,5,1,2,0.44,0.4394,0.82,0.1343,294
10451,2012-03-16,1,1,3,13,0,5,1,2,0.46,0.4545,0.77,0.0896,260
10452,2012-03-16,1,1,3,14,0,5,1,2,0.48,0.4697,0.72,0.0,202
10453,2012-03-16,1,1,3,15,0,5,1,3,0.46,0.4545,0.82,0.1045,107
10454,2012-03-16,1,1,3,16,0,5,1,3,0.48,0.4697,0.77,0.0,129
10455,2012-03-16,1,1,3,17,0,5,1,3,0.48,0.4697,0.82,0.0896,258
10456,2012-03-16,1,1,3,18,0,5,1,3,0.48,0.4697,0.82,0.0896,408
